Creamy Potato & Kale Soup
26.0,
ingredient,number,notes
onion,1300.0 gram,diced
celery,650.0 gram,diced
,,
garlic,22.8 clove,
salt,3.2 teaspoon,
pepper,3.8 gram,
thyme,3.2 teaspoon,
dried marjoram,1.6 teaspoon,
dried rosemary,1.6 teaspoon,
,,
potato,5200.0 gram,"peeled, diced"
vegetable broth,3744.0 gram,
dried parsley,19.5 gram,
nutritional yeast,195.0 gram,
kale,325.0 gram,confetti sliced
raw cashew,455.0 gram,soaked
coconut milk,676.0 gram,from a box
red pepper flake,3.8 gram,
