Creamy Roasted Red Pepper Pasta
25.0,
ingredient,number,notes
pasta,3779.9 gram,
,,
spinach,1181.2 gram,fresh
,,
pepper,25.0 piece,roasted
cashew,1250.0 gram,soaked
garlic,50.0 clove,
vegetable broth,3200.0 gram,
lemon juice,169.2 gram,
salt,0.25 cup 1.6 tablespoon,
pepper,19.4 gram,
,,
basil,183.3 gram,chopped
