Spice Buffalo Hummus,,,
7.5,.25 cup servings,,
number,unit,ingredient,notes
85,gram,bell pepper,red
4,clove,garlic,
2,can,great northern bean,
2,tbsp,tahini,
4,tbsp,hot sauce,
2,tbsp,lemon juice,
2,tbsp,water,
1,tbsp,paprika,
0.5,tsp,salt,
