Mac & Cheeze Peas,,,
6,16oz containers,,
number,unit,ingredient,notes
1,lb,pasta,
150,gram,cashew,soaked
350,gram,potato,"peeled, chopped"
75,gram,carrot,chopped
85,gram,onion,chopped
1.5,cup,water from boiled vegetables,
4,tbsp,nutritional yeast,
2,tbsp,lemon juice,
1.5,tsp,salt,
0.5,tsp,garlic powder,
0.25,tsp,cayenne,
0.25,tsp,paprika,
1,cup,peas,
