Firm Cheese (smokey cheddar variant)
1.5,
ingredient,number,notes
cashew,460.5 gram,
salt,3.7 teaspoon,
turmeric,9.0 gram,
smoked paprika,8.0 gram,
smoked salt,3.0 teaspoon,
liquid smoke,6.8 gram,
apple cider vinegar,170.2 gram,
nutritional yeast,28.2 gram,
miso,63.0 gram,
coconut milk,312.0 gram,
,,
water,532.3 gram,
tapioca starch,0.25 cup 1.5 teaspoon,
agar,2.2 tablespoon,
water,117.1 gram,
