Cardamon Pecan Cookie,,,
295,,,
number,unit,ingredient,notes
2800,gram,almond flour,
60,gram,baking soda,
420,gram,coconut sugar,
90,gram,cardamon,
53,gram,salt,
2800,gram,maply syrup,
2800,gram,almond butter,
140,gram,vanilla extract,
1225,gram,pecan,chopped
