number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass
2.5490196078431375,package,silken tofu,12oz package,,,
3.8235294117647065,tbsp,lime juice,,3.8235294117647065 tablespoon,56.53763004595588 milliliter,58.30882352941178 gram
1.2745098039215688,tsp,salt,,1.2745098039215688 teaspoon,6.281958893995097 milliliter,
2.5490196078431375,clove,garlic,,,,
1.2745098039215688,bunch,cilantro,,,,
1.2745098039215688,piece,jalapeno,,,,
