number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass,price
30.0,cup,corn,drained,30.0 cup,7097.647094999998 milliliter,2181.8181818181815 gram,
20.0,piece,jalapeno,seeded,,,,
,,,,,,,
15.0,cup,rice vinegar,boiled,15.0 cup,3548.823547499999 milliliter,4134.9447347225605 gram,
10.0,cup,water,boiled,10.0 cup,2365.8823649999995 milliliter,2365.8823649999995 gram,
6.0,cup,sugar,boiled,6.0 cup,1419.5294189999995 milliliter,1344.0 gram,
20.0,tbsp,salt,boiled,20.0 tablespoon,295.73529562499994 milliliter,,
