number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass,price
448.00000000000006,gram,almond flour,,448.00000000000006 gram,,448.00000000000006 gram,
400.00000000000006,gram,rolled oat,,400.00000000000006 gram,,400.00000000000006 gram,
2.0,tsp,baking powder,,2.0 teaspoon,9.857843187499997 milliliter,9.6 gram,
1.0,tsp,salt,,1.0 teaspoon,4.928921593749998 milliliter,,
640.0000000000001,gram,almond butter,,640.0000000000001 gram,591.47059125 milliliter,640.0000000000001 gram,
480.00000000000006,gram,maple syrup,,480.00000000000006 gram,350.3649635036497 milliliter,480.00000000000006 gram,
32.0,gram,vanilla,,32.0 gram,,32.0 gram,
120.00000000000001,gram,almond milk,can be substituted for any plant milk,120.00000000000001 gram,,120.00000000000001 gram,
560.0000000000001,gram,chocolate chunk,,560.0000000000001 gram,,560.0000000000001 gram,
