number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass,price
1218.0,gram,semi sweet chocolate chip,,1218.0 gram,,1218.0 gram,
450.0,gram,coconut milk,lite,450.0 gram,511.8495501201922 milliliter,450.0 gram,
7.5,gram,vanilla extract,,7.5 gram,7.425742574257425 milliliter,7.5 gram,
3.0,gram,instant espresso,,3.0 gram,,3.0 gram,
150.0,gram,canned pumpkin,,150.0 gram,,150.0 gram,
0.375,tsp,salt,fine,0.375 teaspoon,1.8483455976562495 milliliter,,
