number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass,price
2048.0,gram,almond butter,,2048.0 gram,1892.7058919999995 milliliter,2048.0 gram,
1920.0,gram,maple syrup,,1920.0 gram,1401.4598540145985 milliliter,1920.0 gram,
8.0,tsp,vanilla extract,,8.0 teaspoon,39.43137274999999 milliliter,39.825686477499985 gram,
224.0,gram,flax,,224.0 gram,,224.0 gram,
256.0,gram,corn starch,,256.0 gram,378.5411783999999 milliliter,256.0 gram,
384.0,gram,cocoa powder,,384.0 gram,,384.0 gram,
16.0,tsp,baking powder,,16.0 teaspoon,78.86274549999997 milliliter,76.8 gram,
4.0,tsp,salt,,4.0 teaspoon,19.715686374999994 milliliter,,
1440.0,gram,chocolate chip,,1440.0 gram,,1440.0 gram,
