Spicy Sesame Noodle
20.0,
ingredient,number,notes
pasta,2646.0 gram,
tempeh,6.7 package,
tamari,212.9 gram,
sesame seed,0.75 cup 3.2 tablespoon,
scallion,19.0 piece,chopped
,,
tahini,533.3 gram,
almond butter,609.5 gram,
tamari,608.4 gram,
vegetable broth,457.1 gram,
ground ginger,7.9 gram,
onion powder,15.1 gram,
garlic,9.5 clove,minced
maple syrup,192.9 gram,
siracha,1.0 cup 3.0 tablespoon,
rice wine vinegar,1.0 cup 3.0 tablespoon,
