Creamy Potato & Kale Soup
10.0,
ingredient,number,notes
onion,500.0 gram,diced
celery,250.0 gram,diced
,,
garlic,8.8 clove,
salt,1.2 teaspoon,
pepper,1.5 gram,
thyme,1.2 teaspoon,
dried marjoram,0.6 teaspoon,
dried rosemary,0.6 teaspoon,
,,
potato,2000.0 gram,"peeled, diced"
vegetable broth,1440.0 gram,
dried parsley,7.5 gram,
nutritional yeast,75.0 gram,
kale,125.0 gram,confetti sliced
raw cashew,175.0 gram,soaked
coconut milk,260.0 gram,from a box
red pepper flake,1.5 gram,
