Double Fudge Chocolate Fudge Crinkle Cookie,,,
20.22,35g serving,,
number,unit,ingredient,notes
1,cup,oat flour,
40,gram,cocoa powder,
0.5,tsp,baking powder,
0.5,tsp,sea salt,
2,tbsp,powdered sugar,
100,gram,mini semi sweet chocolate chip,
200,gram,maple syrup,
96,gram,sunbutter,
1,tsp,vanilla extract,
,,,
0.5,cup ,powdered sugar,
