Mexican Enchilada Casserole
30.0,makes 1 9x12 pan
ingredient,number,notes
cashew,1125.0 gram,
salsa,1800.0 gram,
plain yogurt,1350.0 gram,
water,565.0 gram,
smoked paprika,26.7 gram,
cumin,25.0 gram,
salt,2.1 tablespoon,
nutritional yeast,99.0 gram,
,,
corn tortilla,70.0 tortilla,cut into quarters
black bean,15.0 can,"15oz can, drained and rinsed"
salsa,1800.0 gram,
frozen corn,2200.0 gram,"(3c) -2 cans, i don't know what this means"
,,
green onion,,
