Quick Pickled Beets
22.0,
ingredient,number,notes
beet,11.0 piece,"large, cooked"
dill,1.8 batch,
,,
water,1735.0 gram,hot
vinegar,1.25 cup 2.0 tablespoon,
sugar,51.3 gram,
salt,3.7 tablespoon,
peppercorn,3.7 tablespoon,whole
