Portobello Mushroom Ropa Vieja
,
ingredient,number,notes
mushroom,3628.7 gram,
sweet onion,2.7 piece,
pepper,8.0 piece,green
pepper,8.0 piece,red
garlic,32.0 clove,
olive,1.25 cup 1.3 tablespoon,
caper,1.25 cup 1.3 tablespoon,
clove,1.3333333333333335 teaspoon,
allspice,4.000000000000001 teaspoon,
cumin,5.0 gram,
parsley,2.0 cup,
wine,2.0 cup,white
vegetable stock,4.0 cup,
tomato puree,3401.9 gram,canned
jackfruit,8.0 can,
salt,,
