Chili
,
ingredient,number,notes
walnut,360.0 gram,
dried mushroom,85.0 gram,
,,
onion,1320.0 gram,chopped
red pepper,12.0 piece,chopped
jalapeno,12.0 piece,seeded
cumin,90.0 gram,
chili powder,1.5 cup,
tomato paste,297.0 gram,
garlic,36.0 clove,
diced tomato,4762.7 gram,from can
black bean,12.0 can,
kidney bean,6.0 can ,
cannelini,6.0 can,
vegetable stock,5.0 liter 2.75 cup 1.9 tablespoon,
liquid amino,306.0 gram,
soy curl,240.0 gram,pulsed
