Chickpeas in Turmeric Peanut Butter Curry,,,
8,,,
number,unit,ingredient,notes
1,piece,onion,chopped
16,clove,garlic,
4,length,ginger,
2,tsp,oil,
2,tsp,cumin,
2,tsp,coriander,
1,tsp,cinnamon,
1,tsp,cardamom,
1.5,tsp,cayenna,
2,tsp,turmeric,
12,tbsp,peanut butter,
2,cup,almond milk,
3,cup,vegetable broth,
2,piece,pepper,sliced
2,cup,carrot,sliced
2,cup,zucchini,
3,can,chickpea,
2,tsp,salt,
4,tsp,sugar,
4,tsp,lime juice,
1,cup,cilantro,
,,red pepper flake,
