Tzaziki,,,
26.88,4oz containers,,
number,unit,ingredient,notes
181.13,gram,cashew,
1484,gram,yogurt,
9.5,clove,garlic,
1.77,tbsp,salt,
535.3,gram,cucumber,
4.7,tbsp,dill,chopped
