Chocolate Cupcake,,,
32,0.25 cup scoop,,
number,unit,ingredient,notes
300,gram,brown rice flour,
96,gram,tapioca starch,
432,gram,coconut sugar,
0.75,tsp,baking powder,
1.5,tsp,baking soda,
1,tsp,salt,fine
810,gram,coconut milk,lite
176,gram,dark chocolate chip,70% DF
72,gram,cocoa powder,
