Special Sauce for Fiesta Burgers,,,
24,4oz container,,
number,unit,ingredient,notes
4,cup,cashew,
0.5,cup,tomato paste,
80,ml,maple syrup,
1,cup,apple cider vinegar,
0.5,cup,tamari,
1,cup,tahini,
4,cup,water,
40,ml,garlic powder,
20,ml,onion powder,
20,ml,paprika,
20,ml,salt,
20,ml,mustard powder,
