Vegan Chocolate Chip Cookie,,,
450,,,
number,unit,ingredient,notes
3680,gram,brown sugar,
2320,gram,coconut oil,
1300,gram,milk,
260,gram,vanilla extract,
4800,gram,flour,
100,gram,baking soda,
80,gram,baking powder,
40,gram,salt,
3200,gram,chocolate chip,
