Pickled Corn,,,
2,20x recipe makes ~1655g,,
number,unit,ingredient,notes
1.5,cup,corn,drained
1,piece,jalapeno,seeded
,,,
0.75,cup,rice vinegar,boiled
0.5,cup,water,boiled
0.3,cup,sugar,boiled
1,tbsp,salt,boiled
