Chipotle Aioli,,,
24,,,
number,unit,ingredient,notes
3,cup,cashew,
2,cup,soy milk,
8,tbsp,lemon juice,
1,tsp,salt,
4,tsp,maple syrup,
8,piece,chipotle pepper,
4,tsp,adobo sauce,
0.75,tsp,smoked paprika,
