Burrito Bowl,,,
1,,,
number,unit,ingredient,notes
150,gram,mexican quinoa,
45,gram,chorizo,
50,gram,pickled corn,
40,gram,cabbage ,food processed
150,gram,mexican instant pot black bean,
100,gram,tomato-onion mix,
1,2oz,chipotle aioli sauce,
1,20z,cilantro crema,
