Lasagna,,,
2,6 lasagna per serving,,
number,unit,ingredient,notes
4,can,crushed tomato,28oz can
2,cup,water,swished around the cans
28,clove,garlic,thinly sliced
2,tsp,red pepper flake,
2,tsp,salt,IF tomatoes unsalted
4,tsp,salt,If tomatoes NOT salted
1,tsp,oregano,
4,sprig,basil,
,,,
4,tbsp,lemon juice,
2,cup,almond,blanched
6,tsp,nutritional yeast,
1,block,tofu,firm
1,tsp,salt,
,,garlic powder,
1,cup,water,
16,ounce,spinach,
