Quinoa Meat,,,
4,20x recipe makes 2550g,,
number,unit,ingredient,notes
1,cup,quinoa,
1,cup,vegetable broth,
0.75,cup,water,
,,,
0.5,cup,salsa,
1,tbsp,nutritional yeast,
2,tsp,cumin,
2,tsp,chili powder,
0.5,tsp,garlic powder,
0.5,tsp,salt,
0.5,tsp,black pepper,
