Instant Pot Mexican Black Beans,,,
6,20x recipe makes 5398g,,
number,unit,ingredient,notes
1,tbsp,grape seed oil,
1,cup,yellow onion,diced
3,clove,garlic,
0.33,cup,cilantro,
1,piece,pepper,"red, diced"
1,pound,dry black bean,
1.5,tbsp,cumin,
1,tsp,ancho chili powder,
1,tsp,smoked paprika,
0.5,tsp,salt,
4,cup,water,
0.5,cup,salsa verde,
1,piece,lime,juiced
