Lentil Stew,,,
18.66,16oz serving,,
number,unit,ingredient,notes
2,cup,cashew,
8,cup,coconut milk,
4,piece,onion,diced
16,clove,garlic,
2,tbsp,salt,
4,cup,carrot,diced
3,cup,celery,diced
40,ml,cumin,
2,tbsp,thyme,
20,ml,turmeric,
4,can,diced tomato,
3,cup,lentil,
16,cup,vegetable broth,
12,cup,kale,chopped
0.5,tsp,black pepper,
40,ml,white vinegar,
