Peanut Sauce,,,
17,4oz containers,,
number,unit,ingredient,notes
2.5,cup,peanut butter,
1.25,cup,tamari,
1,cup,apple cider vinegar,
0.75,cup,maple syrup,
1.5,tbsp,ginger,
10,clove,garlic,
1.5,tsp,red pepper flake,
0.74,cup,water,
