Mexican Enchilada Casserole,,,
6,makes 1 9x12 pan,,
number,unit,ingredient,notes
225,gram,cashew,
360,gram,salsa,
270,gram,plain yogurt,
113,gram,water,
2,tsp,smoked paprika,
2,tsp,cumin,
1.25,tsp,salt,
0.33,cup,nutritional yeast,
,,,
14,tortilla,corn tortilla,cut into quarters
3,can,black bean,"15oz can, drained and rinsed"
360,gram,salsa,
440,gram,frozen corn,"(3c) -2 cans, i don't know what this means"
,,,
,,green onion,
