Karma Bowl,,,
3,,,
number,unit,ingredient,notes
3,piece,tzazika,
3,piece,green tahini,
3,piece,chicken shawarma,
3,piece,Tabbouleh mix,
1,piece,cauliflower,
1,can,chickpea,
2,piece,sweet potato,
0.25,piece,cabbage,shredded
