Carrot Cake Muffin,,,
28,.33 cup per muffin,,
number,unit,ingredient,notes
6,tbsp,flax,
18,tbsp,water,
,,,
4.5,cup,oat flour,
0.75,cup,almond flour,
0.75,cup,brown rice flour,
6,tsp,baking powder,
3,tsp,cinnamon,
1.5,tsp,salt,
1.5,cup,maple syrup,
0.75,cup,almond butter,
6,tbsp,soy milk,
3,tbsp,vanilla extract,
4.5,cup,shredded coconut,
1,cup,chopped walnut,
,,,
128,gram,powdered sugar,
30,gram,yogurt,unsweetened
0.5,tsp,lemon juice,
