Lentil Meatballs,,,
4,4 servings makes 16 meatballs,,
number,unit,ingredient,notes
200,gram,mushroom,finely chopped
60,gram,kale,finely chopped
110,gram,onion,finely chopped
2,clove,garlic,finely chopped
,,,
1.5,cup,lentil,pre-cooked weight/volume
105,gram,oatmeal,
56,gram,almond flour,
36,gram,sunflower seed,
,,,
4,tsp,oregano,
2,tsp,smoked paprika,
1,tsp,saly,
0.5,tsp,salt,
