Creamy Roasted Red Pepper Pasta,,,
3,,,
number,unit,ingredient,notes
1,pound,pasta,
,,,
5,ounce,spinach,fresh
,,,
3,piece,pepper,roasted
150,gram,cashew,soaked
6,clove,garlic,
2,cup,vegetable broth,
4,tsp,lemon juice,
2,tsp,salt,
1,tsp,pepper,
,,,
22,gram,basil,chopped
