Mexican Enchilada Casserole
40.0,makes 1 9x12 pan
ingredient,number,notes
cashew,1500.0 gram,
salsa,2400.0 gram,
plain yogurt,1800.0 gram,
water,753.3 gram,
smoked paprika,35.6 gram,
cumin,33.3 gram,
salt,2.8 tablespoon,
nutritional yeast,132.0 gram,
,,
corn tortilla,93.3 tortilla,cut into quarters
black bean,20.0 can,"15oz can, drained and rinsed"
salsa,2400.0 gram,
frozen corn,2933.3 gram,"(3c) -2 cans, i don't know what this means"
,,
green onion,,

