Quick Pickled Onions
,
ingredient,number,notes
onion,40.0 whole,very thinly sliced
water,4.0 liter 3.0 cup 1.5 tablespoon,
white vinegar,150.0 gram,
apple cider vinegar,2886.4 gram,
maple syrup,1215.5 gram,
salt,1.25 cup,
red pepper flakes,23.3 gram,
