Garlicky Kale Salad
,
ingredient,number,notes
kale,20.0 bunch,"washed, destemmed"
tahini,560.0 gram,
apple cider vinegar,721.6 gram,
lemon juice,2.5 cup,
liquid amino,680.0 gram,
nutritional yeast,300.0 gram,
garlic,0.75 cup 1.3 tablespoon,
