Vegan Pumpkin Praline Tart
69,
number_unit,ingredient,notes
2720.8 milliliter,almond flour,superfine
340.1 milliliter,cornstarch,
232.9 gram,maple syrup,
,,
2760.0 gram,pumpkin puree,
931.9 gram,maple syrup,
170.0 milliliter,cornstarch,
340.1 milliliter,milk,almond or cashew
1.9 tablespoon,cinnamon,
1.9 tablespoon,ground ginger,
2.9 teaspoon,nutmeg,
,,
1360.4 milliliter,pecan,
116.5 gram,maple syrup,
161.0 gram,sugar,
1.9 tablespoon,vanilla extract,
