Vegan Gluten Free Oatmeal Chocolate Chip Cookies,,,
132,tbsp scoop,,
number,unit,ingredient,notes
672,gram,almond flour,
600,gram,rolled oat,
3,tsp,baking powder,
1.5,tsp,salt,
960,gram,almond butter,
720,gram,maple syrup,
48,gram,vanilla,
180,gram,almond milk,can be substituted for any plant milk
840,gram,chocolate chunk,
