Spicy Sesame Noodle
27.0,
ingredient,number,notes
pasta,3572.0 gram,
tempeh,9.0 package,
tamari,287.5 gram,
sesame seed,1.25 cup 1.7 teaspoon,
scallion,25.7 piece,chopped
,,
tahini,720.0 gram,
almond butter,822.9 gram,
tamari,821.3 gram,
vegetable broth,617.1 gram,
ground ginger,10.7 gram,
onion powder,20.4 gram,
garlic,12.9 clove,minced
maple syrup,260.5 gram,
siracha,1.5 cup 1.7 tablespoon,
rice wine vinegar,1.5 cup 1.7 tablespoon,

