Vegan Queso,,,
30,0.5 cup servings,,
number,unit,ingredient,notes
6,cup,cashew,
6,cup,salsa,
4.5,cup,yogurt,
6,tbsp,vinegar,
7.5,tsp,smoked paprika,
6,tsp,cumin,
6,tsp,salt,
6,can,green chili,
18,tbsp,nutritional yeast,
