Pickled Corn
40.0,20x recipe makes ~1655g
ingredient,number,notes
corn,2181.8 gram,drained
jalapeno,20.0 piece,seeded
,,
rice vinegar,4134.9 gram,boiled
water,2365.9 gram,boiled
sugar,1344.0 gram,boiled
salt,1.25 cup,boiled
