Quinoa Meat
40.0,20x recipe makes 2550g
ingredient,number,notes
quinoa,2000.0 gram,
vegetable broth,1920.0 gram,
water,1774.4 gram,
,,
salsa,1.0 liter 0.75 cup 1.1 teaspoon,
nutritional yeast,37.5 gram,
cumin,50.0 gram,
chili powder,61.1 gram,
garlic powder,13.3 gram,
salt,5.0 teaspoon,
black pepper,5.0 teaspoon,
