Chimi Bowl Base,,,
3,,,
number,unit,ingredient,notes
1,head,cauliflower,large
2,tbsp,olive oil,
0.5,tsp,smoked paprika,
0.25,tsp,black pepper,
0.5,tsp,salt,
0.5,piece,lemon,juiced
,,,
15,ounce,spinach,
9,clove,garlic,chopped
,,salt,
,,pepper,
0.5,piece,lemon,juiced
